Absolute path,Relative path,Type
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0037.jpg,lab_1\dataset\bay_horse\0037.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0038.jpg,lab_1\dataset\bay_horse\0038.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0039.jpg,lab_1\dataset\bay_horse\0039.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0040.jpg,lab_1\dataset\bay_horse\0040.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0041.jpg,lab_1\dataset\bay_horse\0041.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0042.jpg,lab_1\dataset\bay_horse\0042.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0043.jpg,lab_1\dataset\bay_horse\0043.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0044.jpg,lab_1\dataset\bay_horse\0044.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0045.jpg,lab_1\dataset\bay_horse\0045.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0046.jpg,lab_1\dataset\bay_horse\0046.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0047.jpg,lab_1\dataset\bay_horse\0047.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0048.jpg,lab_1\dataset\bay_horse\0048.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0049.jpg,lab_1\dataset\bay_horse\0049.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0050.jpg,lab_1\dataset\bay_horse\0050.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0051.jpg,lab_1\dataset\bay_horse\0051.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0052.jpg,lab_1\dataset\bay_horse\0052.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0053.jpg,lab_1\dataset\bay_horse\0053.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0054.jpg,lab_1\dataset\bay_horse\0054.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0055.jpg,lab_1\dataset\bay_horse\0055.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0056.jpg,lab_1\dataset\bay_horse\0056.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0057.jpg,lab_1\dataset\bay_horse\0057.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0058.jpg,lab_1\dataset\bay_horse\0058.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0059.jpg,lab_1\dataset\bay_horse\0059.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0060.jpg,lab_1\dataset\bay_horse\0060.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0061.jpg,lab_1\dataset\bay_horse\0061.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0062.jpg,lab_1\dataset\bay_horse\0062.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0063.jpg,lab_1\dataset\bay_horse\0063.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0064.jpg,lab_1\dataset\bay_horse\0064.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0065.jpg,lab_1\dataset\bay_horse\0065.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0066.jpg,lab_1\dataset\bay_horse\0066.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0067.jpg,lab_1\dataset\bay_horse\0067.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0068.jpg,lab_1\dataset\bay_horse\0068.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0069.jpg,lab_1\dataset\bay_horse\0069.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0070.jpg,lab_1\dataset\bay_horse\0070.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0071.jpg,lab_1\dataset\bay_horse\0071.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0072.jpg,lab_1\dataset\bay_horse\0072.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0073.jpg,lab_1\dataset\bay_horse\0073.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0074.jpg,lab_1\dataset\bay_horse\0074.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0075.jpg,lab_1\dataset\bay_horse\0075.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0076.jpg,lab_1\dataset\bay_horse\0076.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0077.jpg,lab_1\dataset\bay_horse\0077.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0078.jpg,lab_1\dataset\bay_horse\0078.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0079.jpg,lab_1\dataset\bay_horse\0079.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0080.jpg,lab_1\dataset\bay_horse\0080.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0081.jpg,lab_1\dataset\bay_horse\0081.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0082.jpg,lab_1\dataset\bay_horse\0082.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0083.jpg,lab_1\dataset\bay_horse\0083.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0084.jpg,lab_1\dataset\bay_horse\0084.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0085.jpg,lab_1\dataset\bay_horse\0085.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0086.jpg,lab_1\dataset\bay_horse\0086.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0087.jpg,lab_1\dataset\bay_horse\0087.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0088.jpg,lab_1\dataset\bay_horse\0088.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0089.jpg,lab_1\dataset\bay_horse\0089.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0090.jpg,lab_1\dataset\bay_horse\0090.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0091.jpg,lab_1\dataset\bay_horse\0091.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0092.jpg,lab_1\dataset\bay_horse\0092.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0093.jpg,lab_1\dataset\bay_horse\0093.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0094.jpg,lab_1\dataset\bay_horse\0094.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0095.jpg,lab_1\dataset\bay_horse\0095.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0096.jpg,lab_1\dataset\bay_horse\0096.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0097.jpg,lab_1\dataset\bay_horse\0097.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0098.jpg,lab_1\dataset\bay_horse\0098.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0099.jpg,lab_1\dataset\bay_horse\0099.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0100.jpg,lab_1\dataset\bay_horse\0100.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0101.jpg,lab_1\dataset\bay_horse\0101.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0102.jpg,lab_1\dataset\bay_horse\0102.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0103.jpg,lab_1\dataset\bay_horse\0103.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0104.jpg,lab_1\dataset\bay_horse\0104.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0105.jpg,lab_1\dataset\bay_horse\0105.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0106.jpg,lab_1\dataset\bay_horse\0106.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0107.jpg,lab_1\dataset\bay_horse\0107.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0108.jpg,lab_1\dataset\bay_horse\0108.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0109.jpg,lab_1\dataset\bay_horse\0109.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0110.jpg,lab_1\dataset\bay_horse\0110.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0111.jpg,lab_1\dataset\bay_horse\0111.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0112.jpg,lab_1\dataset\bay_horse\0112.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0113.jpg,lab_1\dataset\bay_horse\0113.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0114.jpg,lab_1\dataset\bay_horse\0114.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0115.jpg,lab_1\dataset\bay_horse\0115.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0116.jpg,lab_1\dataset\bay_horse\0116.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0117.jpg,lab_1\dataset\bay_horse\0117.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0118.jpg,lab_1\dataset\bay_horse\0118.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0119.jpg,lab_1\dataset\bay_horse\0119.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0120.jpg,lab_1\dataset\bay_horse\0120.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0121.jpg,lab_1\dataset\bay_horse\0121.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0122.jpg,lab_1\dataset\bay_horse\0122.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0123.jpg,lab_1\dataset\bay_horse\0123.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0124.jpg,lab_1\dataset\bay_horse\0124.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0125.jpg,lab_1\dataset\bay_horse\0125.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0126.jpg,lab_1\dataset\bay_horse\0126.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0127.jpg,lab_1\dataset\bay_horse\0127.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0128.jpg,lab_1\dataset\bay_horse\0128.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0129.jpg,lab_1\dataset\bay_horse\0129.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0130.jpg,lab_1\dataset\bay_horse\0130.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0131.jpg,lab_1\dataset\bay_horse\0131.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0132.jpg,lab_1\dataset\bay_horse\0132.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0133.jpg,lab_1\dataset\bay_horse\0133.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0134.jpg,lab_1\dataset\bay_horse\0134.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0135.jpg,lab_1\dataset\bay_horse\0135.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0136.jpg,lab_1\dataset\bay_horse\0136.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0137.jpg,lab_1\dataset\bay_horse\0137.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0138.jpg,lab_1\dataset\bay_horse\0138.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0139.jpg,lab_1\dataset\bay_horse\0139.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0140.jpg,lab_1\dataset\bay_horse\0140.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0141.jpg,lab_1\dataset\bay_horse\0141.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0142.jpg,lab_1\dataset\bay_horse\0142.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0143.jpg,lab_1\dataset\bay_horse\0143.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0144.jpg,lab_1\dataset\bay_horse\0144.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0145.jpg,lab_1\dataset\bay_horse\0145.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0146.jpg,lab_1\dataset\bay_horse\0146.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0147.jpg,lab_1\dataset\bay_horse\0147.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0148.jpg,lab_1\dataset\bay_horse\0148.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0149.jpg,lab_1\dataset\bay_horse\0149.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0150.jpg,lab_1\dataset\bay_horse\0150.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0151.jpg,lab_1\dataset\bay_horse\0151.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0152.jpg,lab_1\dataset\bay_horse\0152.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0153.jpg,lab_1\dataset\bay_horse\0153.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0154.jpg,lab_1\dataset\bay_horse\0154.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0155.jpg,lab_1\dataset\bay_horse\0155.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0156.jpg,lab_1\dataset\bay_horse\0156.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0157.jpg,lab_1\dataset\bay_horse\0157.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0158.jpg,lab_1\dataset\bay_horse\0158.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0159.jpg,lab_1\dataset\bay_horse\0159.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0160.jpg,lab_1\dataset\bay_horse\0160.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0161.jpg,lab_1\dataset\bay_horse\0161.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0162.jpg,lab_1\dataset\bay_horse\0162.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0163.jpg,lab_1\dataset\bay_horse\0163.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0164.jpg,lab_1\dataset\bay_horse\0164.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0165.jpg,lab_1\dataset\bay_horse\0165.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0166.jpg,lab_1\dataset\bay_horse\0166.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0167.jpg,lab_1\dataset\bay_horse\0167.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0168.jpg,lab_1\dataset\bay_horse\0168.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0169.jpg,lab_1\dataset\bay_horse\0169.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0170.jpg,lab_1\dataset\bay_horse\0170.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0171.jpg,lab_1\dataset\bay_horse\0171.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0172.jpg,lab_1\dataset\bay_horse\0172.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0173.jpg,lab_1\dataset\bay_horse\0173.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0174.jpg,lab_1\dataset\bay_horse\0174.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0175.jpg,lab_1\dataset\bay_horse\0175.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0176.jpg,lab_1\dataset\bay_horse\0176.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0177.jpg,lab_1\dataset\bay_horse\0177.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0178.jpg,lab_1\dataset\bay_horse\0178.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0179.jpg,lab_1\dataset\bay_horse\0179.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0180.jpg,lab_1\dataset\bay_horse\0180.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0181.jpg,lab_1\dataset\bay_horse\0181.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0182.jpg,lab_1\dataset\bay_horse\0182.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0183.jpg,lab_1\dataset\bay_horse\0183.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0184.jpg,lab_1\dataset\bay_horse\0184.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0185.jpg,lab_1\dataset\bay_horse\0185.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0186.jpg,lab_1\dataset\bay_horse\0186.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0187.jpg,lab_1\dataset\bay_horse\0187.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0188.jpg,lab_1\dataset\bay_horse\0188.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0189.jpg,lab_1\dataset\bay_horse\0189.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0190.jpg,lab_1\dataset\bay_horse\0190.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0191.jpg,lab_1\dataset\bay_horse\0191.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0192.jpg,lab_1\dataset\bay_horse\0192.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0193.jpg,lab_1\dataset\bay_horse\0193.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0194.jpg,lab_1\dataset\bay_horse\0194.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0195.jpg,lab_1\dataset\bay_horse\0195.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0196.jpg,lab_1\dataset\bay_horse\0196.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0197.jpg,lab_1\dataset\bay_horse\0197.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0198.jpg,lab_1\dataset\bay_horse\0198.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0199.jpg,lab_1\dataset\bay_horse\0199.jpg,bay_horse
C:/Users/Alex/Desktop/application_programming/lab_1/dataset/bay_horse/0200.jpg,lab_1\dataset\bay_horse\0200.jpg,bay_horse
